ID,target
995,B
996,C
997,A
999,D
1001,A
1002,A
1004,A
1005,A
1006,D
1007,B
1008,C
1009,D
1010,B
1011,C
1014,D
1016,D
1017,B
1018,A
1019,B
1020,D
1022,B
1023,A
1024,D
1025,C
1026,D
1027,C
1028,A
1029,D
1030,D
1031,C
1032,A
1033,C
1034,C
1035,B
1037,D
1039,D
1040,C
1041,B
1043,A
1044,D
1047,C
1049,C
1050,B
1051,A
1052,A
1054,C
1055,D
1056,C
1058,A
1060,C
1061,B
1063,C
1064,A
1066,C
1067,A
1068,C
1069,C
1070,A
1071,A
1073,A
1075,D
1076,C
1078,C
1079,B
1080,A
1081,C
1082,D
1083,B
1084,D
1085,C
1086,C
1088,C
1089,C
1090,D
1091,A
1092,A
1094,C
1096,D
1097,B
1098,C
1099,C
1100,A
1101,B
1102,B
1103,A
1105,B
1106,C
1107,C
1108,C
1109,A
1112,C
1114,B
1115,C
1116,A
1117,D
1118,D
1119,D
1120,C
1121,C
1122,B
1123,C
1124,D
1125,C
1127,C
1128,C
1129,B
1130,C
1132,C
1133,B
1134,A
1136,A
1137,C
1138,C
1140,C
1143,C
1145,A
1146,C
1147,B
1148,C
1149,A
1150,C
1153,A
1154,A
1155,A
1156,D
1157,B
1158,B
1160,C
1161,D
1163,D
1164,A
1166,C
1167,C
1168,B
1169,A
1170,D
1171,D
1173,C
1174,B
1176,B
1178,T
1179,C
1180,C
1181,D
1182,C
1183,B
1184,D
1186,C
1188,B
1189,A
1190,D
1191,C
1192,D
1193,D
1194,B
1196,C
1197,A
1199,C
1200,C
1201,B
1202,B
1203,D
1204,C
1205,A
1206,C
1207,C
1208,A
1209,B
1210,B
1213,B
1214,B
1215,B
1216,C
1219,C
1221,C
1388,B
1389,B
1390,B
1391,C
1392,D
1393,A
1394,C
1396,D
1399,C
1400,C
1401,C
1402,S
1403,C
1404,A
1405,C
1407,C
1408,C
1410,D
1411,B
1412,C
1413,A
1414,A
1415,L
1417,C
1418,A
1419,B
1421,A
1422,B
1423,A
1424,B
1425,C
1426,C
1427,B
1428,B
1429,C
1430,D
1431,C
1432,C
1433,D
1434,C
1436,B
1438,C
1439,C
1440,A
1441,B
1442,A
1443,C
1444,A
1445,C
1446,B
1447,C
1448,C
1449,C
1450,C
1451,B
1452,C
1453,A
1454,B
1455,B
1456,A
1457,B
1458,B
1459,C
1460,D
1461,B
1462,C
1464,C
1466,C
1467,C
1468,C
1469,B
1470,B
1471,C
1472,A
1473,B
1475,C
1476,A
1477,C
1478,A
1479,C
1480,A
1481,C
1484,B
1485,D
1486,A
1488,D
1489,B
1491,C
1493,A
1494,F
1495,C
1496,A
1497,C
1498,D
1499,D
1500,C
1501,C
1502,D
1503,C
1504,C
1505,A
1506,C
1507,B
1508,C
1509,B
1510,B
1511,D
1512,C
1513,C
1514,C
1515,D
1516,C
1519,A
1520,B
1521,C
1522,A
1523,C
1524,C
1525,C
1526,C
1527,B
1528,C
1529,C
1531,C
1532,C
1533,B
1534,C
1536,A
1537,C
1538,D
1539,A
1540,C
1541,B
1543,C
1544,A
1545,B
1546,C
1547,A
1549,C
1550,C
1551,D
1552,C
1553,A
1555,P
1556,C
1557,C
1558,C
1560,D
1561,C
1563,D
1564,D
1565,C
1567,P
1568,C
1569,C
1570,B
1571,D
1572,C
1573,C
1574,B
1575,A
1576,C
1577,B
1578,A
1579,C
1581,C
1582,C
1583,C
1584,C
1586,C
1587,C
1588,B
1589,B
1590,D
1592,C
1594,A
1596,C
1597,C
1598,C
1599,D
1600,C
1602,B
1603,C
1604,C
1605,A
1606,A
1608,C
1609,C
1610,B
1611,C
1613,C
1614,C
1615,D
1616,C
1620,C
1621,C
1623,C
1624,A
1625,B
1840,A
1841,C
1842,C
1843,C
1844,C
1845,C
1846,B
1847,B
1849,A
1850,C
1851,B
1852,C
1853,C
1854,D
1855,B
1858,B
1859,C
1861,C
1862,C
1864,C
1865,C
1866,B
1867,B
1868,C
1870,C
1871,B
1872,C
1874,A
1875,C
1876,C
1877,D
1878,C
1880,A
1881,D
1883,A
1884,B
1885,C
1886,A
1887,A
1889,C
1890,D
1891,C
1892,B
1893,B
1895,D
1896,C
1898,C
1899,C
1901,C
1902,B
1904,D
1905,C
1907,B
1908,C
1910,B
1911,D
1912,C
1913,C
1914,C
1915,C
1916,C
1918,C
1919,D
1920,C
1921,B
1922,C
1923,B
1924,C
1926,C
1929,B
1930,C
1931,C
1932,C
1933,C
1934,B
1935,C
1936,B
1937,B
1939,B
1940,B
1941,D
1942,C
1943,C
1944,D
1946,A
1949,B
1950,C
1951,C
1952,C
1953,B
1954,C
1957,C
1958,C
1959,C
1960,A
1961,A
1962,C
1963,C
1964,C
1965,C
1966,A
1967,B
1968,C
1969,A
1970,B
1971,C
1972,C
1974,B
1975,A
1976,D
1977,A
1979,T
1980,A
1982,B
1983,B
1984,A
1985,C
1986,C
1987,C
1988,B
1989,D
1990,B
1991,T
1992,C
1993,C
1994,C
1995,B
1996,C
1998,D
1999,D
2001,A
2002,D
2003,B
2004,A
2005,C
2006,C
2008,D
2009,C
2010,C
2011,A
2013,B
2014,C
2016,C
2017,C
2018,C
2019,A
2020,C
2023,D
2024,C
2026,C
2027,A
2028,C
2029,C
2030,C
2031,C
2032,B
2033,C
2034,C
2035,A
2036,B
2037,C
2038,A
2039,A
2040,B
2041,A
2042,D
2043,B
2044,B
2045,C
2047,B
2048,B
2049,C
2050,B
2051,C
2053,B
2054,B
2055,B
2057,C
2058,C
2059,C
2060,B
2061,C
2062,C
2063,C
2065,A
2066,C
2067,D
2068,C
2069,C
2070,B
2072,C
2073,C
2074,C
2075,D
2076,A
2077,B
2079,C
2080,C
2081,D
2082,B
2083,C
2084,C
2085,B
2086,C
2087,A
2088,B
2089,C
2090,C
2092,A
2096,D
2097,D
2098,C
2101,C
2102,C
2103,C
2105,B
2107,A
2108,A
2110,A
2111,C
2113,C
2115,C
2116,C
2117,B
2118,C
2119,D
2120,C
2121,C
2122,C
2123,B
2124,A
2125,C
2127,B
2128,A
2129,D
2130,D
2131,C
2132,A
2133,D
2135,A
2136,D
2138,A
2140,C
2142,A
2143,B
2144,B
2145,C
2146,B
2147,D
2148,B
2149,C
5363,D
5364,C
5366,C
5368,A
5369,B
5370,C
5371,B
5372,C
5374,C
5375,B
5376,C
5377,D
5378,C
5379,B
5381,C
5384,D
5385,D
5386,D
5387,C
5388,C
5389,C
5390,D
5391,C
5393,B
5394,B
5395,C
5397,D
5398,D
5399,C
5400,D
5401,C
5402,C
5403,A
5404,B
5405,B
5406,A
5407,B
5410,C
5412,B
5413,D
5415,C
5416,D
5417,D
5418,D
5419,C
5420,C
5421,A
5422,C
5424,B
5425,C
5426,B
5427,C
5428,D
5429,A
5430,B
5431,C
5432,C
5433,C
5434,C
5435,C
5436,C
5437,C
5441,C
5442,A
5443,B
5444,B
5445,D
5448,A
5449,D
5450,D
5452,D
5456,D
5457,A
5458,C
5459,B
5461,C
5462,C
5463,B
5464,D
5465,B
5466,A
5467,C
5469,A
5472,D
5473,C
5474,A
5476,D
5477,D
5478,A
5479,C
5480,B
5481,B
5482,C
5483,C
5484,C
5485,C
5486,C
5487,C
5488,C
5489,B
5491,C
5493,A
5495,A
5496,C
5497,B
5498,B
5499,B
5500,C
5501,C
5502,C
5503,A
5504,D
5505,B
5507,A
5510,B
5511,C
5512,D
5514,C
5515,D
5517,D
5518,B
5519,C
5520,C
5522,A
5524,A
5525,C
5526,C
5527,B
5529,C
5530,A
5531,B
5532,B
5533,C
5535,B
5536,C
5537,D
5538,B
5539,D
5541,C
5543,C
5544,C
5545,D
5546,D
5547,C
5548,A
5551,C
5553,D
5554,B
5555,B
5820,D
5821,C
5822,C
5823,C
5824,C
5825,C
5826,C
5827,A
5828,D
5829,A
5830,D
5831,C
5832,D
5833,C
5835,D
5836,C
5837,B
5838,C
5839,C
5840,A
5844,A
5845,B
5846,D
5847,C
5848,A
5849,C
5850,C
5851,C
5852,C
5853,C
5854,B
5855,C
5856,C
5857,D
5858,O
5859,A
5862,C
5863,D
5864,C
5865,C
5866,C
5867,A
5868,C
5869,A
5870,C
5871,A
5872,D
5874,C
5875,A
5877,D
5879,C
5880,C
5881,C
5882,D
5883,D
5884,C
5885,D
5887,C
5888,C
5890,C
5894,C
5895,C
5898,D
5899,C
5900,B
5901,B
5902,C
5903,A
5905,B
5906,D
5907,C
5908,C
5909,C
5910,B
5911,C
5912,C
5913,C
5914,Z
5915,D
5917,B
5918,C
5920,C
5921,B
5922,D
5923,C
5924,D
5925,A
5926,C
5927,B
5928,C
5930,B
5931,C
5932,C
5933,B
5934,C
5935,C
5936,C
5938,C
5939,D
5940,C
5941,C
5942,C
5943,B
5945,D
5947,C
5948,C
5949,C
5951,C
5952,C
5953,B
5956,C
5957,B
5958,C
5959,C
5960,B
5962,C
5963,B
5964,C
5965,C
5966,A
5967,C
5968,A
5969,C
5970,D
5972,A
5974,C
5975,B
5976,C
5979,C
5980,C
5981,C
5982,C
5983,C
5984,C
5986,C
5987,D
5988,C
5990,C
5991,C
5993,C
5994,C
5995,C
5996,A
5997,C
5998,C
5999,C
6000,C
6001,B
6003,C
6004,B
6005,D
6006,A
6007,B
6008,A
6010,B
6012,B
6013,D
6014,B
6015,A
6016,B
6718,C
6719,B
6720,D
6721,A
6722,A
6723,C
6724,A
6726,C
6728,C
6729,C
6731,B
6734,C
6736,D
6737,C
6738,C
6740,D
6741,C
6743,B
6744,C
6745,A
6746,D
6747,B
6748,T
6750,A
6751,D
6752,C
6753,A
6754,D
6756,C
6757,C
6760,B
6761,B
6763,D
6764,B
6765,A
6766,A
6768,D
6769,C
6771,D
6772,C
6774,C
6775,C
6776,T
6777,D
6778,C
6779,A
6780,C
6781,A
6782,B
6783,C
6784,B
6785,A
6786,C
6788,C
6789,C
6790,C
6791,C
6792,C
6793,D
6794,A
6795,C
6796,A
6797,C
6798,D
6799,C
6800,D
6801,A
6802,D
6803,C
6804,C
6806,C
6807,A
6808,C
6809,B
6810,A
6811,C
6812,C
6813,D
6814,B
6815,A
6816,D
6817,D
6818,C
6819,D
6820,D
6821,A
6822,D
6823,B
6824,D
6825,B
6828,D
6829,B
6830,C
6831,C
6835,A
6836,B
6837,D
6838,C
6839,D
6840,A
6841,D
6842,D
6843,C
6844,D
6845,B
6846,C
6848,C
6849,C
6850,C
6851,C
6852,B
6853,D
6855,B
6856,B
6857,B
6861,C
6862,B
6863,D
6864,D
6865,C
6867,C
6868,C
6869,B
6870,C
6871,D
6873,C
6874,C
6875,D
6877,A
6878,C
6879,A
6882,C
6883,C
6885,C
6886,C
6887,A
6888,C
6889,A
6891,C
6892,C
6894,D
6895,B
6896,D
6897,A
6898,C
6899,C
6900,A
6902,A
6903,A
6904,A
6905,B
6906,C
6907,A
6908,C
6909,D
6911,C
6912,B
6915,A
6916,C
6917,C
6918,C
6919,A
6920,D
6923,C
6924,C
6925,B
6926,C
6927,A
6929,A
6930,D
6931,D
6932,C
6933,C
6934,C
6935,C
6936,B
6937,B
6938,D
6939,A
6941,A
6942,C
6943,C
6944,C
6946,B
6947,C
6950,D
6951,B
6952,B
6953,A
6955,C
6956,B
6957,D
6958,A
6959,C
6960,C
6961,B
6963,C
6964,A
6965,A
6966,B
6967,C
6968,C
6969,B
6971,C
6972,B
6973,C
6974,A
6975,T
6976,C
6977,D
6978,A
6979,B
6980,D
6981,b
6982,B
6983,B
6984,B
6985,C
6986,D
6987,B
6989,C
6990,D
6991,D
6993,D
6994,C
6996,C
6997,C
6998,B
6999,C
7000,b
7001,D
7002,B
7003,A
7004,C
7005,D
7006,C
7007,C
7009,C
7010,A
7011,B
7012,C
7013,A
7015,C
7016,C
7017,C
7018,B
7019,C
7020,D
7022,C
7025,B
7027,B
7028,A
7029,D
7031,D
7032,B
7033,D
7035,A
7036,C
7037,A
7038,B
7039,C
7040,B
7042,C
7043,C
7044,D
7047,B
7048,A
7049,A
7051,C
7052,C
7054,A
7058,B
7059,C
7060,D
7061,D
7062,A
7063,C
7067,A
7069,D
7071,B
7073,A
7074,C
7076,B
7078,C
7080,A
7081,D
7082,D
7084,A
7085,B
7086,B
7087,D
7089,A
7090,B
7091,C
7092,D
7094,A
7095,D
7098,B
7099,B
7102,B
7103,B
7104,D
7105,C
7106,C
7107,C
7108,I
7109,C
7111,D
7112,D
7113,C
7114,B
7115,B
7117,B
7119,C
7120,C
7122,B
7123,C
7124,A
7125,B
7127,C
7129,C
7130,C
7131,D
7132,B
7133,C
7135,C
7136,D
7137,B
7138,B
7139,C
7140,D
7141,C
7142,C
7143,B
7144,B
7146,D
7147,C
7150,C
7151,B
7152,C
7153,B
7154,A
7155,A
7156,A
7157,A
7158,C
7159,D
7160,C
7161,D
7162,A
7163,D
7164,C
7165,C
7166,B
7168,D
7169,B
7170,A
7171,C
7172,C
7174,C
7175,D
7176,D
7177,C
7179,B
7180,D
7181,B
7182,C
7186,D
7187,A
7189,D
7190,A
7191,A
7192,D
7193,B
7194,C
7195,C
7196,C
7197,D
7198,B
7199,B
7200,A
7201,C
7202,A
7203,C
7204,B
7205,D
7207,C
7209,C
7210,D
7212,D
7213,D
7214,C
7215,C
7216,C
7217,C
7218,B
7219,B
7220,C
7222,C
7225,D
7226,D
7228,C
7229,A
7230,C
7231,C
7232,B
7233,D
7234,C
7235,C
7237,C
7238,C
7239,C
7240,C
7241,B
7242,C
7243,C
7244,C
7246,C
7249,C
7250,D
7253,C
7254,C
7255,B
7256,B
7260,D
7261,C
7996,C
7997,A
7998,A
7999,C
8000,A
8002,C
8003,B
8004,A
8005,B
8006,A
8007,C
8009,B
8010,C
8012,B
8013,Y
8014,C
8015,A
8016,C
8020,B
8021,C
8022,C
8023,C
8025,B
8026,A
8027,C
8028,B
8029,B
8030,C
8031,C
8032,B
8036,B
8037,C
8038,B
8039,C
8040,C
8041,C
8043,C
8044,B
8045,C
8046,D
8047,C
8048,A
8049,A
8051,C
8053,D
8054,C
8055,C
8056,C
8057,B
8058,C
8059,D
8060,C
8061,C
8062,T
8063,C
8065,C
8066,B
8067,B
8068,C
8069,C
8070,B
8071,C
8072,T
8073,B
8074,C
8075,B
8076,B
8077,C
8078,C
8079,B
8080,C
8081,P
8082,P
8083,A
8084,C
8087,T
8088,C
8090,D
8091,C
8093,C
8094,D
8095,C
11870,B
11871,C
11872,C
11874,A
11875,B
11876,D
11877,C
11878,D
11879,A
11881,C
11882,C
11883,X
11884,C
11885,C
11886,C
11887,C
11888,C
11889,B
11890,C
11891,B
11893,B
11894,B
11895,C
11896,C
11898,A
11899,C
11900,A
11901,A
11902,D
11903,C
11904,A
11906,B
11908,C
11909,A
11910,D
11914,C
11915,C
11916,C
11917,B
11918,C
11919,C
11920,C
11921,B
11922,A
11923,B
11925,C
11926,A
11927,A
11928,C
11930,B
11931,C
11932,S
11933,C
11935,C
11936,C
11937,B
11938,C
11940,C
11943,A
11944,C
11946,B
11947,C
11948,X
11949,B
11950,B
11952,C
11953,A
11954,C
11955,C
11956,C
11958,D
11959,C
11960,C
11961,C
11962,C
11963,T
11965,C
11966,C
11967,B
11970,A
11971,A
11972,C
11973,A
11974,C
11975,B
11976,C
11977,A
11979,C
11980,A
11981,B
11982,B
11983,C
11984,B
11985,B
11986,C
11987,C
11989,B
11990,A
11991,D
11992,A
11993,C
11994,B
11995,B
11997,C
11998,C
12000,D
12001,D
12002,C
12003,B
12005,B
12006,C
12007,C
12008,A
12010,C
12011,C
12012,D
12013,M
12014,D
12015,B
12016,D
12017,B
12019,C
12020,C
12021,C
12022,B
12025,B
12027,B
12028,C
12029,C
12030,C
12031,B
12032,A
12033,C
12034,C
12035,C
12036,C
12037,A
12038,C
12039,D
12040,D
12041,C
12042,C
12043,C
12044,A
12045,C
12046,B
12047,B
12048,C
12049,B
12050,C
12051,B
12052,A
12053,C
12054,D
12055,C
12056,T
12057,C
12058,B
12060,A
12061,B
12062,D
12063,C
12064,C
12065,B
12066,C
12068,B
12069,D
12070,A
12072,C
12073,C
12075,B
12076,C
12078,B
12080,C
12082,C
12083,C
12084,A
12086,C
12089,C
12090,C
12091,C
12092,C
12093,C
12094,C
12095,C
12097,B
12098,I
12099,C
12100,C
12103,C
12104,P
12105,B
12106,D
12107,A
12108,B
12109,C
12110,D
12111,C
12112,C
12113,D
12114,A
12115,A
12118,C
12120,C
12121,B
12122,C
12123,C
12125,A
12126,C
12127,T
12128,C
12129,C
12131,D
12132,C
12133,D
12134,C
12135,C
12137,C
12138,A
12142,C
12144,C
12145,C
12146,A
12147,C
12148,D
12149,C
12150,C
12151,C
12152,B
12154,B
12155,B
12156,B
12157,B
12160,C
12161,A
12163,A
12165,C
12166,C
12167,D
12169,D
12171,C
12172,B
12175,A
12176,C
12177,B
12178,C
12179,B
12180,B
12183,A
12184,B
12185,C
12186,C
12188,B
12189,A
12192,C
12193,C
12194,A
12195,C
12196,C
12197,A
12198,D
12199,C
12200,C
12201,C
12202,A
12203,C
12204,B
12206,B
12207,C
12208,C
12209,C
12210,C
12211,C
12212,D
12214,C
12215,B
12216,C
12218,C
12219,C
12220,C
12222,B
12223,C
12224,D
12226,C
12227,C
12228,A
12229,A
12230,B
12231,C
12232,A
12233,C
12234,B
12236,B
12239,C
12240,B
12241,A
12243,B
12246,A
12247,D
12248,C
12251,B
12252,B
12253,A
12254,A
12255,C
12256,C
12257,C
12258,B
12259,C
